fontSize,fixDuration,fixSize,stimDuration,stimWidth,stimHeight,retentionInterval,preProbeDuration,dva_52cmMonitorWidth_100cmDistance,pixelsPerDegreeVisualAngle,heightUnitsPerDVA,stimRadius,pos0_x,pos0_y,pos5_x,pos5_y,pos10_x,pos10_y,pos15_x,pos15_y,pos20_x,pos20_y,pos25_x,pos25_y,pos30_x,pos30_y,pos35_x,pos35_y,pos40_x,pos40_y,pos45_x,pos45_y,pos50_x,pos50_y,pos55_x,pos55_y,pos60_x,pos60_y,pos65_x,pos65_y,pos70_x,pos70_y,pos75_x,pos75_y,pos80_x,pos80_y,pos85_x,pos85_y,pos90_x,pos90_y,pos95_x,pos95_y,color0,color1,color2,color3,color4,testColorsColor,testColorsProbedLocation,testColorsProbedObject,testColorsX_degUnits,testColorsY_degUnits,probedX_pixUnits,probedY_pixUnits,probedX_pixPercentage_givesHeightUnits,probedY_pixPercentage_givesHeightUnits,testColorsX_heightUnits,testColorsY_heightUnits,durITI,trialNumber,trialWithinBlock,blockNumber,setSize,probedColor,probedLocation,probedXY_degUnits_52cmMonitorWidth_100cmDistance,probedX_degUnits,probedY_degUnits,probedX_heightUnits,probedY_heightUnits,stim1_x,stim1_y,unprobedColors,unprobedLocations,unprobedXY,stim1_color,stim1_location,stim1_orientation,stim2_color,stim2_location,stim2_orientation,stim3_color,stim3_location,stim3_orientation,stim4_color,stim4_location,stim4_orientation,stim5_color,stim5_location,stim5_orientation,stim2_x_degUnits,stim2_y_degUnits,stim2_x_pixUnits,stim2_y_pixUnits,stim2_x,stim2_y,stim3_x_degUnits,stim3_y_degUnits,stim3_x_pixUnits,stim3_y_pixUnits,stim3_x,stim3_y,stim4_x_degUnits,stim4_y_degUnits,stim4_x_pixUnits,stim4_y_pixUnits,stim4_x,stim4_y,stim5_x_degUnits,stim5_y_degUnits,stim5_x_pixUnits,stim5_y_pixUnits,stim5_x,stim5_y,taskLoop.thisRepN,taskLoop.thisTrialN,taskLoop.thisN,taskLoop.thisIndex,testColorsLoop.thisRepN,testColorsLoop.thisTrialN,testColorsLoop.thisN,testColorsLoop.thisIndex,demoTrials.thisRepN,demoTrials.thisTrialN,demoTrials.thisN,demoTrials.thisIndex,blockOfTrials.thisRepN,blockOfTrials.thisTrialN,blockOfTrials.thisN,blockOfTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,testColorsExplained.started,testColorsExplained.stopped,mouseTestColors.x,mouseTestColors.y,mouseTestColors.leftButton,mouseTestColors.midButton,mouseTestColors.rightButton,mouseTestColors.clicked_name,clickablePos0.started,clickablePos0.stopped,clickablePos20.started,clickablePos20.stopped,clickablePos40.started,clickablePos40.stopped,clickablePos60.started,clickablePos60.stopped,clickablePos80.started,clickablePos80.stopped,centralFixation.started,centralFixation.stopped,stim4.started,stim4.stopped,stim5.started,stim5.stopped,respRingDemo.started,respRingDemo.stopped,probeDemo.started,probeDemo.stopped,mouseResponseDemo.x,mouseResponseDemo.y,mouseResponseDemo.leftButton,mouseResponseDemo.midButton,mouseResponseDemo.rightButton,mouseResponseDemo.started,mouseResponseDemo.stopped,textDemo.started,textDemo.stopped,arrowImage.started,arrowImage.stopped,ISI.started,ISI.stopped,clickToBegin.started,clickToBegin.stopped,respRing.started,respRing.stopped,probe.started,probe.stopped,mouseResponse.x,mouseResponse.y,mouseResponse.leftButton,mouseResponse.midButton,mouseResponse.rightButton,mouseResponse.clicked_name,mouseResponse.started,mouseResponse.stopped,pos0.started,pos0.stopped,pos5.started,pos5.stopped,pos10.started,pos10.stopped,pos15.started,pos15.stopped,pos20.started,pos20.stopped,pos25.started,pos25.stopped,pos30.started,pos30.stopped,pos35.started,pos35.stopped,pos40.started,pos40.stopped,pos45.started,pos45.stopped,pos50.started,pos50.stopped,pos55.started,pos55.stopped,pos60.started,pos60.stopped,pos65.started,pos65.stopped,pos70.started,pos70.stopped,pos75.started,pos75.stopped,pos80.started,pos80.stopped,pos85.started,pos85.stopped,pos90.started,pos90.stopped,pos95.started,pos95.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,40.27785706560729,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,#00aaff,0,testPos0,3.49946693304736,-0.0610834225304922,140.95102893510068,-2.460309361761261,0.11745919077925057,-0.0020502578014677175,0.11745919077925057,-0.0020502578014677175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,20.812651357991854,None,-0.15555555555555556,-0.1111111111111111,1,0,0,clickablePos40,20.812651357991854,None,20.812651357991854,None,20.812651357991854,None,20.812651357991854,None,20.812651357991854,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Aug_12_1542,cntracs_wm,3.2.4,59.845444232653456,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,40.27785706560729,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,#1e00b4,20,testPos20,1.02330096652957,-3.34706664587062,41.21637006497581,-134.81267195143846,0.03434697505414651,-0.11234389329286538,0.03434697505414651,-0.11234389329286538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,24.93932466697879,None,0.19111111111111112,-0.0011111111111111111,1,0,0,clickablePos0,24.93932466697879,None,24.93932466697879,None,24.93932466697879,None,24.93932466697879,None,24.93932466697879,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Aug_12_1542,cntracs_wm,3.2.4,59.845444232653456,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,40.27785706560729,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,#00ff00,40,testPos40,-2.86703215501147,-2.00751752722866,-115.47791134205204,-80.85850401841736,-0.09623159278504337,-0.06738208668201447,-0.09623159278504337,-0.06738208668201447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,26.32709330797661,None,0.058888888888888886,-0.16444444444444445,1,0,0,clickablePos20,26.32709330797661,None,26.32709330797661,None,26.32709330797661,None,26.32709330797661,None,26.32709330797661,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Aug_12_1542,cntracs_wm,3.2.4,59.845444232653456,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,40.27785706560729,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,#ffffff,60,testPos60,-2.79522428516552,2.10635258103216,-112.58564422421112,84.83936818858633,-0.0938213701868426,0.0706994734904886,-0.0938213701868426,0.0706994734904886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,27.513681082986295,None,0.058888888888888886,0.2,1,0,0,clickablePos80,27.513681082986295,None,27.513681082986295,None,27.513681082986295,None,27.513681082986295,None,27.513681082986295,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Aug_12_1542,cntracs_wm,3.2.4,59.845444232653456,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,40.27785706560729,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,#000000,80,testPos80,1.13948854060004,3.3093150145976,45.89615656618586,133.29211714303023,0.03824679713848821,0.11107676428585853,0.03824679713848821,0.11107676428585853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,28.5168394719949,None,0.06222222222222222,0.17222222222222222,1,0,0,clickablePos80,28.5168394719949,None,28.5168394719949,None,28.5168394719949,None,28.5168394719949,None,28.5168394719949,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Aug_12_1542,cntracs_wm,3.2.4,59.845444232653456,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,65.86975154994529,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,,,,,,-4.023549865903846,-230.50901743707863,,,,,1.517,-5,0,-1,1,#000000,[25],"[-0.06108342253049217, -3.4994669330473696]",-0.061083422530492176,-3.4994669330473696,-0.003352958221586538,-0.1920908478642322,-0.003352958221586538,-0.1920908478642322,[],[],[],#000000,25,180.0,#808080,None,180.0,#808080,None,180.0,#808080,None,180.0,#808080,None,180.0,None,None,None,None,0.003352958221586538,0.1920908478642322,None,None,None,None,0.003352958221586538,0.1920908478642322,None,None,None,None,0.003352958221586538,0.1920908478642322,None,None,None,None,0.003352958221586538,0.1920908478642322,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,33.69629195999005,None,34.181738974992186,34.68308219697792,34.181738974992186,34.68308219697792,35.71879356197314,None,35.71879356197314,None,0.006666666666666667,-0.18222222222222223,1,0,0,0.01331184501759708,None,35.71879356197314,None,36.68759293699986,None,0.008557708002626896,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Aug_12_1542,cntracs_wm,3.2.4,59.845444232653456,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,65.86975154994529,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,,,,,,10.458170651729642,-230.30680133237573,,,,,1.539,-4,1,-1,1,#00ff00,[24],"[0.1587704584523879, -3.4963969942675015]",0.1587704584523879,-3.496396994267501,0.008715142209774701,-0.19192233444364645,0.008715142209774701,-0.19192233444364645,[],[],[],#00ff00,24,183.60000000000002,#808080,None,183.60000000000002,#808080,None,183.60000000000002,#808080,None,183.60000000000002,#808080,None,183.60000000000002,None,None,None,None,-0.008715142209774701,0.19192233444364645,None,None,None,None,-0.008715142209774701,0.19192233444364645,None,None,None,None,-0.008715142209774701,0.19192233444364645,None,None,None,None,-0.008715142209774701,0.19192233444364645,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,38.92930612000055,None,39.411516800988466,39.91392212198116,39.411516800988466,39.91392212198116,40.965547996980604,None,40.965547996980604,None,0.0077777777777777776,-0.18333333333333332,1,0,0,0.013547376991482452,None,40.965547996980604,None,41.92770431700046,None,0.010849649988813326,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Aug_12_1542,cntracs_wm,3.2.4,59.845444232653456,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,65.86975154994529,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,,,,,,-229.80151975951108,18.48939127040172,,,,,1.538,-3,2,-1,5,#1e00b4,[51],"[-3.488726074596865, 0.28069623515100545]",-3.4887260745968653,0.28069623515100545,-0.19150126646625923,0.0154078260586681,-0.19150126646625923,0.0154078260586681,"['#00aaff', '#00ff00', '#000000', '#ffffff']","[40, 72, 38, 96]","[[-2.8670321550114704, -2.0075175272286625], [-0.5957332470811146, 3.4489276446922155], [-2.5928160870036248, -2.3510220626304656], [3.4047155737328882, 0.8111176622295503]]",#1e00b4,51,86.4,#00aaff,40.0,126.0,#00ff00,72.0,10.799999999999997,#000000,38.0,133.20000000000002,#ffffff,96.0,-75.6,-2.86703215501147,-2.00751752722866,-188.85069573630977,-132.23468075071236,-0.15737557978025815,-0.1101955672922603,-0.595733247081114,3.44892764469221,-39.24080097527515,227.18000706961388,-0.032700667479395956,0.18931667255801157,-2.59281608700362,-2.35102206263046,-170.78815146562977,-154.86123915390831,-0.14232345955469147,-0.12905103262825693,3.40471557373288,0.81111766222955,224.26776894001424,53.4281188888329,0.18688980745001185,0.04452343240736075,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,43.70671681498061,None,44.17510022199713,44.67652014698251,44.17510022199713,44.67652014698251,45.72857430099975,None,45.72857430099975,None,-0.18333333333333332,0.035555555555555556,1,0,0,0.01503418100764975,None,45.72857430099975,None,46.68166918499628,None,0.012336115032667294,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Aug_12_1542,cntracs_wm,3.2.4,59.845444232653456,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,65.86975154994529,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,,,,,,47.14536444717217,225.67213094326516,,,,,1.512,-2,3,-1,5,#ffffff,[78],"[0.7157361814462673, 3.4260358606658974]",0.7157361814462673,3.4260358606658974,0.03928780370597681,0.18806010911938764,0.03928780370597681,0.18806010911938764,"['#00ff00', '#1e00b4', '#000000', '#00aaff']","[72, 6, 61, 47]","[[-0.5957332470811146, 3.4489276446922155], [3.231235759895433, -1.345033629309313], [-2.6574495756720835, 2.2777097604304775], [-3.4489276446922155, -0.5957332470811129]]",#ffffff,78,-10.799999999999997,#00ff00,72.0,10.799999999999997,#1e00b4,6.0,248.40000000000003,#000000,61.0,50.400000000000006,#00aaff,47.0,100.80000000000001,-0.595733247081114,3.44892764469221,-39.24080097527515,227.18000706961388,-0.032700667479395956,0.18931667255801157,3.23123575989543,-1.34503362930931,212.84069670361066,-88.59703098892545,0.1773672472530089,-0.07383085915743788,-2.65744957567208,2.27770976043047,-175.04554330602744,150.03217602244047,-0.1458712860883562,0.12502681335203372,-3.44892764469221,-0.595733247081112,-227.18000706961388,-39.240800975275015,-0.18931667255801157,-0.032700667479395845,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,49.08769995599869,None,49.55654285498895,50.05725013499614,49.55654285498895,50.05725013499614,51.12669028699747,None,51.12669028699747,None,0.04666666666666667,0.20222222222222222,1,0,0,0.013569637987529859,None,51.12669028699747,None,52.079080701980274,None,0.010914181999396533,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Aug_12_1542,cntracs_wm,3.2.4,59.845444232653456,
0.03,0.5,0.005,0.5,0.006,0.06,1,2,29.148432396077478,65.86975154994529,0.05489145962495441,0.19212010868734045,0.1920908478642322,-0.003352958221586543,0.18165313151003956,-0.06254818921944531,0.1534339409918552,-0.11562076765764533,0.1101955672922603,-0.15737557978025815,0.05617048368843471,-0.18372537365383873,-0.003352958221586538,-0.1920908478642322,-0.06254818921944531,-0.18165313151003956,-0.11562076765764533,-0.1534339409918552,-0.15737557978025815,-0.1101955672922603,-0.18372537365383873,-0.05617048368843471,-0.1920908478642322,0.0033529582215864823,-0.18165313151003956,0.06254818921944531,-0.1534339409918552,0.11562076765764533,-0.1101955672922603,0.15737557978025815,-0.05617048368843471,0.18372537365383873,0.003352958221586472,0.1920908478642322,0.06254818921944531,0.18165313151003956,0.11562076765764533,0.1534339409918552,0.15737557978025815,0.1101955672922603,0.18372537365383873,0.05617048368843471,#00aaff,#1e00b4,#00ff00,#ffffff,#000000,,,,,,160.72732240012738,165.27953263310164,,,,,1.455,-1,4,-1,5,#00aaff,[87],"[2.4400778599909754, 2.5091871267766903]",2.440077859990976,2.5091871267766903,0.1339394353334395,0.13773294386091803,0.1339394353334395,0.13773294386091803,"['#ffffff', '#00ff00', '#1e00b4', '#000000']","[42, 9, 48, 34]","[[-3.096033413252794, -1.6323532411896182], [2.9219675214219234, -1.9266825902974842], [-3.4795283739031038, -0.37799774497108013], [-1.9266825902974847, -2.921967521421923]]",#00aaff,87,-43.199999999999996,#ffffff,42.0,118.80000000000001,#00ff00,9.0,237.60000000000002,#1e00b4,48.0,97.20000000000002,#000000,34.0,147.6,-3.09603341325279,-1.63235324118961,-203.9349517212904,-107.52270243890753,-0.16994579310107533,-0.08960225203242295,2.92196752142192,-1.92668259029748,192.4692746730713,-126.91010353850004,0.16039106222755942,-0.1057584196154167,-3.4795283739031,-0.37799774497108,-229.19566949998236,-24.898617547684623,-0.1909963912499853,-0.020748847956403853,-1.92668259029748,-2.92196752142192,-126.91010353850004,-192.4692746730713,-0.1057584196154167,-0.16039106222755942,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,54.083913402981125,None,54.56872413298697,55.07071444997564,54.56872413298697,55.07071444997564,56.1235985919775,None,56.1235985919775,None,-0.16111111111111112,-0.08666666666666667,1,0,0,0.013477394997607917,None,56.1235985919775,None,None,None,0.012610833015060052,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Aug_12_1542,cntracs_wm,3.2.4,59.845444232653456,
